// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 10B426F2
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 3.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Vel_E	Vel_N	Vel_U
57202	0	0	0	0	0	9.744432	-0.358627	-1.163688	0.006599	0.005190	-0.004741	-0.908203	0.531738	0.056641	0.566670	-0.413868	-0.621152	-0.348954	-162.715679	-83.128970	97.298311	-0.015198	0.118666	0.992818	0.909633	0.413889	-0.035545	-0.415134	0.902560	-0.114232	0	0	0
57203	0	0	0	0	0	9.753859	-0.351311	-1.141796	0.005430	0.003457	-0.004138	-0.915771	0.529053	0.057373	0.566673	-0.413850	-0.621159	-0.348957	-162.725759	-83.130065	97.309851	-0.015219	0.118644	0.992820	0.909623	0.413914	-0.035519	-0.415156	0.902551	-0.114221	0	0	0
57204	0	0	0	0	0	9.722679	-0.340542	-1.131141	0.001199	0.005638	-0.000374	-0.924072	0.534180	0.061035	0.566683	-0.413851	-0.621146	-0.348964	-162.716861	-83.131647	97.300293	-0.015196	0.118619	0.992824	0.909627	0.413903	-0.035529	-0.415147	0.902560	-0.114189	0	0	0
57205	0	0	0	0	0	9.704037	-0.354349	-1.173426	0.000451	0.006939	-0.001925	-0.905518	0.526123	0.062256	0.566691	-0.413848	-0.621130	-0.348984	-162.714825	-83.134271	97.296756	-0.015183	0.118575	0.992829	0.909638	0.413881	-0.035520	-0.415124	0.902576	-0.114144	0	0	0
57206	0	0	0	0	0	9.757120	-0.378827	-1.160321	0.003868	0.002595	-0.001150	-0.913086	0.529785	0.058350	0.566693	-0.413847	-0.621130	-0.348980	-162.712924	-83.134229	97.295259	-0.015180	0.118576	0.992829	0.909635	0.413887	-0.035524	-0.415131	0.902573	-0.114144	0	0	0
57207	0	0	0	0	0	9.735278	-0.361081	-1.128371	0.001203	0.003465	-0.003648	-0.913330	0.527588	0.054932	0.566688	-0.413843	-0.621129	-0.348995	-162.723199	-83.135245	97.304555	-0.015197	0.118556	0.992831	0.909642	0.413873	-0.035498	-0.415115	0.902582	-0.114133	0	0	0
57208	0	0	0	0	0	9.725976	-0.367753	-1.149455	0.003120	0.003897	-0.002700	-0.909180	0.523438	0.059326	0.566693	-0.413833	-0.621129	-0.348999	-162.726670	-83.136294	97.308608	-0.015203	0.118537	0.992833	0.909638	0.413883	-0.035486	-0.415124	0.902579	-0.114118	0	0	0
57209	0	0	0	0	0	9.747804	-0.381608	-1.126253	0.002338	0.003466	-0.001207	-0.914063	0.525146	0.067871	0.566695	-0.413833	-0.621124	-0.349003	-162.725200	-83.136895	97.306730	-0.015198	0.118527	0.992834	0.909641	0.413877	-0.035485	-0.415117	0.902584	-0.114107	0	0	0
57210	0	0	0	0	0	9.726064	-0.367458	-1.148805	0.001950	0.002164	-0.002097	-0.911377	0.525146	0.062012	0.566689	-0.413836	-0.621125	-0.349009	-162.730236	-83.136754	97.310898	-0.015207	0.118528	0.992834	0.909647	0.413864	-0.035476	-0.415103	0.902589	-0.114113	0	0	0
57211	0	0	0	0	0	9.754275	-0.349921	-1.138665	0.004648	0.003027	-0.002643	-0.908936	0.533691	0.064697	0.566692	-0.413826	-0.621128	-0.349010	-162.734592	-83.137360	97.316220	-0.015216	0.118517	0.992835	0.909640	0.413880	-0.035464	-0.415118	0.902584	-0.114105	0	0	0
57212	0	0	0	0	0	9.735504	-0.360090	-1.126739	0.003119	0.003897	-0.002700	-0.911377	0.532471	0.061768	0.566693	-0.413822	-0.621126	-0.349017	-162.738074	-83.138232	97.319490	-0.015221	0.118501	0.992837	0.909642	0.413878	-0.035453	-0.415114	0.902587	-0.114093	0	0	0
57213	0	0	0	0	0	9.726211	-0.366755	-1.147784	-0.000327	0.004336	-0.003705	-0.908936	0.533447	0.062256	0.566688	-0.413820	-0.621120	-0.349038	-162.748266	-83.139733	97.327820	-0.015235	0.118473	0.992840	0.909655	0.413850	-0.035425	-0.415084	0.902603	-0.114074	0	0	0
57214	0	0	0	0	0	9.726276	-0.366505	-1.147315	0.003507	0.005199	-0.001810	-0.912354	0.532471	0.065186	0.566696	-0.413815	-0.621113	-0.349043	-162.744858	-83.141173	97.324508	-0.015225	0.118449	0.992843	0.909655	0.413852	-0.035424	-0.415087	0.902605	-0.114049	0	0	0
57215	0	0	0	0	0	9.745029	-0.352468	-1.103979	0.002338	0.003466	-0.001206	-0.910889	0.529785	0.056152	0.566698	-0.413815	-0.621109	-0.349047	-162.743386	-83.141774	97.322627	-0.015220	0.118439	0.992845	0.909657	0.413846	-0.035424	-0.415080	0.902609	-0.114038	0	0	0
57216	0	0	0	0	0	9.710492	-0.401115	-1.100682	-0.001529	0.000870	-0.000058	-0.908447	0.533203	0.064453	0.566686	-0.413836	-0.621102	-0.349054	-162.741433	-83.140600	97.318046	-0.015213	0.118460	0.992842	0.909676	0.413803	-0.035434	-0.415039	0.902626	-0.114056	0	0	0
57217	0	0	0	0	0	9.729465	-0.394209	-1.166519	0.002338	0.003466	-0.001206	-0.909668	0.529785	0.047852	0.566689	-0.413836	-0.621098	-0.349058	-162.739960	-83.141201	97.316164	-0.015208	0.118451	0.992843	0.909679	0.413797	-0.035434	-0.415033	0.902630	-0.114045	0	0	0
57218	0	0	0	0	0	9.726424	-0.366256	-1.146134	0.001557	0.003035	0.000287	-0.917236	0.529053	0.059082	0.566693	-0.413842	-0.621091	-0.349056	-162.730941	-83.141239	97.306746	-0.015188	0.118452	0.992844	0.909682	0.413790	-0.035452	-0.415028	0.902633	-0.114039	0	0	0
57219	0	0	0	0	0	9.735799	-0.359179	-1.124480	0.005789	0.000855	-0.003474	-0.912842	0.526611	0.057861	0.566690	-0.413830	-0.621105	-0.349050	-162.741497	-83.140797	97.318972	-0.015215	0.118457	0.992843	0.909670	0.413817	-0.035433	-0.415053	0.902620	-0.114053	0	0	0
57220	0	0	0	0	0	9.717006	-0.369338	-1.112739	0.006177	0.002157	-0.002584	-0.911133	0.529297	0.058594	0.566694	-0.413816	-0.621115	-0.349042	-162.745656	-83.140847	97.325277	-0.015227	0.118454	0.992843	0.909655	0.413852	-0.035424	-0.415086	0.902605	-0.114054	0	0	0
57221	0	0	0	0	0	9.735997	-0.362475	-1.178457	0.001944	0.004338	0.001177	-0.907471	0.539795	0.066650	0.566703	-0.413823	-0.621102	-0.349043	-162.732334	-83.141519	97.311234	-0.015197	0.118446	0.992844	0.909660	0.413839	-0.035447	-0.415076	0.902612	-0.114035	0	0	0
57222	0	0	0	0	0	9.738982	-0.386567	-1.143853	0.006575	-0.000887	-0.008241	-0.909424	0.535889	0.060303	0.566687	-0.413801	-0.621131	-0.349044	-162.764714	-83.140690	97.345642	-0.015270	0.118452	0.992842	0.909646	0.413875	-0.035387	-0.415104	0.902595	-0.114069	0	0	0
57223	0	0	0	0	0	9.745391	-0.354840	-1.156799	0.006924	0.000857	-0.001032	-0.913574	0.529297	0.069092	0.566691	-0.413793	-0.621141	-0.349028	-162.763506	-83.139834	97.346674	-0.015274	0.118466	0.992841	0.909630	0.413910	-0.035394	-0.415139	0.902577	-0.114082	0	0	0
57224	0	0	0	0	0	9.745399	-0.354888	-1.156714	0.006143	0.000426	0.000461	-0.915283	0.528564	0.065918	0.566692	-0.413797	-0.621147	-0.349010	-162.755462	-83.138224	97.339911	-0.015264	0.118495	0.992837	0.909620	0.413928	-0.035418	-0.415160	0.902564	-0.114104	0	0	0
57225	0	0	0	0	0	9.742332	-0.326974	-1.136498	0.003866	0.002597	-0.001148	-0.908203	0.529785	0.057861	0.566695	-0.413795	-0.621148	-0.349007	-162.754077	-83.138339	97.339001	-0.015261	0.118494	0.992838	0.909617	0.413935	-0.035420	-0.415168	0.902561	-0.114101	0	0	0
57226	0	0	0	0	0	9.717147	-0.368597	-1.111748	0.003478	0.001294	-0.002038	-0.913330	0.524170	0.063721	0.566691	-0.413795	-0.621153	-0.349005	-162.758191	-83.137721	97.343296	-0.015272	0.118503	0.992836	0.909616	0.413938	-0.035415	-0.415170	0.902559	-0.114114	0	0	0
57227	0	0	0	0	0	9.739073	-0.386003	-1.143271	0.005007	0.000424	-0.001980	-0.910400	0.526367	0.062744	0.566687	-0.413790	-0.621163	-0.348997	-162.762999	-83.136789	97.349281	-0.015286	0.118518	0.992834	0.909607	0.413957	-0.035411	-0.415188	0.902548	-0.114132	0	0	0
57228	0	0	0	0	0	9.745504	-0.354688	-1.155892	0.005029	0.006504	0.001522	-0.907715	0.538818	0.055420	0.566708	-0.413788	-0.621149	-0.348992	-162.743533	-83.138415	97.330600	-0.015244	0.118495	0.992838	0.909601	0.413968	-0.035441	-0.415203	0.902546	-0.114093	0	0	0
57229	0	0	0	0	0	9.745411	-0.350973	-1.101074	0.010407	-0.000023	-0.006343	-0.919678	0.536865	0.057129	0.566707	-0.413755	-0.621179	-0.348979	-162.765719	-83.137979	97.357205	-0.015300	0.118495	0.992837	0.909570	0.414041	-0.035399	-0.415270	0.902513	-0.114114	0	0	0
57230	0	0	0	0	0	9.726757	-0.364644	-1.143823	0.003866	0.002597	-0.001148	-0.921631	0.536865	0.055176	0.566712	-0.413752	-0.621180	-0.348972	-162.761844	-83.138000	97.354263	-0.015294	0.118496	0.992837	0.909563	0.414055	-0.035407	-0.415285	0.902506	-0.114112	0	0	0
57231	0	0	0	0	0	9.736120	-0.357620	-1.122193	0.002697	0.000864	-0.000545	-0.915283	0.534912	0.057373	0.566708	-0.413758	-0.621183	-0.348968	-162.760830	-83.137064	97.353050	-0.015293	0.118512	0.992835	0.909564	0.414051	-0.035414	-0.415282	0.902506	-0.114126	0	0	0
57232	0	0	0	0	0	9.723850	-0.340072	-1.177945	0.000033	0.001731	-0.003045	-0.916504	0.521484	0.058838	0.566699	-0.413760	-0.621184	-0.348978	-162.769904	-83.136972	97.360969	-0.015310	0.118511	0.992835	0.909573	0.414034	-0.035396	-0.415262	0.902514	-0.114134	0	0	0
57233	0	0	0	0	0	9.758081	-0.374735	-1.153548	0.001562	0.000862	-0.002986	-0.908203	0.519531	0.054688	0.566688	-0.413762	-0.621189	-0.348984	-162.780641	-83.136449	97.370938	-0.015332	0.118518	0.992834	0.909579	0.414023	-0.035377	-0.415249	0.902518	-0.114149	0	0	0
57234	0	0	0	0	0	9.748775	-0.381591	-1.174763	0.000027	0.003906	0.000228	-0.909424	0.526123	0.063721	0.566691	-0.413769	-0.621179	-0.348990	-162.774101	-83.137051	97.363127	-0.015314	0.118509	0.992835	0.909588	0.414002	-0.035387	-0.415230	0.902528	-0.114135	0	0	0
57235	0	0	0	0	0	9.726893	-0.364020	-1.142864	0.005394	0.001727	-0.001089	-0.911377	0.525635	0.062988	0.566694	-0.413764	-0.621184	-0.348981	-162.772798	-83.136681	97.363181	-0.015315	0.118516	0.992834	0.909578	0.414023	-0.035392	-0.415251	0.902518	-0.114140	0	0	0
57236	0	0	0	0	0	9.764543	-0.343298	-1.165941	-0.000781	-0.000431	0.001493	-0.913086	0.534912	0.058105	0.566681	-0.413790	-0.621179	-0.348980	-162.766311	-83.134496	97.354164	-0.015301	0.118556	0.992829	0.909596	0.413981	-0.035416	-0.415211	0.902532	-0.114172	0	0	0
57237	0	0	0	0	0	9.736395	-0.360811	-1.175671	-0.000754	0.003475	0.001721	-0.909668	0.530518	0.058105	0.566681	-0.413808	-0.621163	-0.348985	-162.753293	-83.134604	97.338869	-0.015269	0.118558	0.992830	0.909612	0.413943	-0.035441	-0.415177	0.902549	-0.114162	0	0	0
