// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 10B426F3
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.14.0
//  Hardware Version: 3.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	Vel_E	Vel_N	Vel_U
13511	0	0	0	0	0	4.409727	2.061733	8.518023	-0.000536	0.003999	0.004285	-1.093750	-0.624512	-0.364990	-0.332181	-0.257128	-0.025108	-0.907144	14.020818	-26.732318	136.428940	-0.647082	0.615585	0.449823	-0.589761	-0.778050	0.216380	0.483185	-0.125273	0.866510	0	0	0
13512	0	0	0	0	0	4.464751	2.059849	8.541146	-0.001807	0.002313	0.005039	-1.089355	-0.627686	-0.360352	-0.332188	-0.257134	-0.025103	-0.907140	14.020752	-26.733068	136.427932	-0.647067	0.615592	0.449835	-0.589773	-0.778042	0.216377	0.483190	-0.125290	0.866504	0	0	0
13513	0	0	0	0	0	4.451271	2.055416	8.521278	-0.001948	0.003023	0.007483	-1.099121	-0.628418	-0.358154	-0.332186	-0.257134	-0.025090	-0.907141	14.019288	-26.733753	136.428413	-0.647068	0.615583	0.449845	-0.589777	-0.778045	0.216354	0.483184	-0.125313	0.866505	0	0	0
13514	0	0	0	0	0	4.464510	2.059109	8.541450	0.000987	0.003107	0.004134	-1.093750	-0.625977	-0.358398	-0.332194	-0.257141	-0.025100	-0.907136	14.021021	-26.733935	136.426965	-0.647051	0.615598	0.449848	-0.589781	-0.778035	0.216380	0.483200	-0.125303	0.866497	0	0	0
13515	0	0	0	0	0	4.450951	2.054749	8.521606	-0.003472	0.003915	0.007636	-1.089600	-0.628662	-0.360840	-0.332184	-0.257138	-0.025084	-0.907141	14.018715	-26.734432	136.428694	-0.647067	0.615576	0.449856	-0.589776	-0.778049	0.216344	0.483186	-0.125325	0.866502	0	0	0
13516	0	0	0	0	0	4.437434	2.050519	8.501708	0.002652	0.001505	0.001538	-1.092529	-0.626465	-0.363037	-0.332201	-0.257154	-0.025102	-0.907129	14.022241	-26.735145	136.425381	-0.647027	0.615610	0.449867	-0.589789	-0.778024	0.216396	0.483223	-0.125313	0.866483	0	0	0
13517	0	0	0	0	0	4.450634	2.054544	8.521821	0.001551	0.004306	0.004979	-1.089600	-0.630859	-0.364014	-0.332210	-0.257156	-0.025110	-0.907126	14.023472	-26.734778	136.424059	-0.647015	0.615627	0.449861	-0.589798	-0.778012	0.216415	0.483228	-0.125303	0.866481	0	0	0
13518	0	0	0	0	0	4.433664	2.042759	8.535482	-0.001243	0.003511	0.005885	-1.090332	-0.624268	-0.366211	-0.332212	-0.257157	-0.025108	-0.907125	14.023408	-26.734979	136.423763	-0.647011	0.615629	0.449864	-0.589802	-0.778010	0.216414	0.483229	-0.125309	0.866480	0	0	0
13519	0	0	0	0	0	4.448496	2.028964	8.498538	0.001551	0.004306	0.004979	-1.096924	-0.629150	-0.353760	-0.332223	-0.257156	-0.025115	-0.907121	14.024540	-26.734447	136.422155	-0.646997	0.615650	0.449856	-0.589816	-0.777994	0.216432	0.483232	-0.125301	0.866480	0	0	0
13520	0	0	0	0	0	4.424869	2.071202	8.505871	0.001693	0.003595	0.002535	-1.090576	-0.629150	-0.349121	-0.332237	-0.257162	-0.025131	-0.907114	14.027091	-26.734136	136.419788	-0.646973	0.615678	0.449851	-0.589827	-0.777975	0.216471	0.483249	-0.125283	0.866472	0	0	0
